도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
성산글마루도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,20,17621,5,0,5.0,14,"서울특별시 마포구 월드컵북로 235, 3층",(사)한국청소년지원네트워크,02-373-2900,,188.0,https://mplib.mapo.go.kr/libsmall,37.5697021,126.9014211,2024-11-26,3130000,서울특별시 마포구
꿈을 이루는 도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,00:00,00:00,20,15719,10,0,5.0,14,"서울특별시 마포구 마포대로7길 18, 2층",(사)한국청소년지원네트워크,02-706-4785,,107.0,https://mplib.mapo.go.kr/libsmall,37.5471051,126.9521551,2024-11-26,3130000,서울특별시 마포구
늘푸른소나무도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,20,19194,8,0,5.0,14,"서울특별시 마포구 백범로 227, 3층",서울특별시 마포구청,02-3153-1616,,174.0,https://mplib.mapo.go.kr/libsmall,37.5422331,126.9554941,2024-11-26,3130000,서울특별시 마포구
복사골도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,00:00,00:00,35,16675,11,0,5.0,14,"서울특별시 마포구 도화4길 53, 3~4층",(학)서강대학교,02-716-5800,,350.0,https://mplib.mapo.go.kr/libsmall,37.5395351,126.9519221,2024-11-26,3130000,서울특별시 마포구
성메도서관,서울특별시,마포구,작은도서관,일+공휴일,09:00,18:00,10:00,16:00,00:00,00:00,20,16566,11,0,5.0,14,"서울특별시 마포구 월드컵북로30길 22, 2층",(사)한국청소년지원네트워크,02-373-4785,,149.0,https://mplib.mapo.go.kr/libsmall,37.5686111,126.9089751,2024-11-26,3130000,서울특별시 마포구
신나요 도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,30,1000,0,0,0.0,0,부산광역시 남구 천제등로28번길 50 (대연동),,070-8838-0650,,,,35.13180913,129.0864862366,2023-06-14,3310000,부산광역시 남구
올맘도서관,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,27,1000,0,0,0.0,0,부산광역시 남구 유엔로137번길 9 (대연동),,051-611-3040,,,,35.1306287755,129.0911579496,2023-06-14,3310000,부산광역시 남구
작은도서관 소풍,부산광역시,남구,작은도서관,월,09:00,18:00,00:00,00:00,00:00,00:00,32,1000,0,0,0.0,0,"부산광역시 남구 용호로198번길 19, 3층 (용호동)",,051-612-1962,,,,35.1146477311,129.1100037083,2023-06-14,3310000,부산광역시 남구
달성군립도서관,대구광역시,달성군,공공도서관,월+국가지정공휴일,09:00,22:00,09:00,17:00,00:00,23:59,202,82336,90,1929,5.0,15,대구광역시 달성군 다사읍 달구벌대로 174길 10-13,대구광역시 달성군청 (재)달성문화재단,053-584-0011,1954,2008.0,www.dalseonglib.kr,35.859295,128.462439,2024-07-09,3480000,대구광역시 달성군
화원읍작은도서관,대구광역시,달성군,작은도서관,토+일,09:00,18:00,00:00,00:00,00:00,00:00,70,22872,8,0,5.0,15,대구광역시 달성군 화원읍 비슬로 520길 17-1,대구광역시 달성군청,053-668-5458,,265.87,www.dalseonglib.kr,35.802827,128.500907,2024-07-09,3480000,대구광역시 달성군
논공읍작은도서관,대구광역시,달성군,작은도서관,일,09:00,18:00,00:00,23:59,00:00,00:00,25,11996,8,0,5.0,15,대구광역시 달성군 논공읍 논공로 697-9,달성군종합사회복지관,053-615-9191,,82.0,www.dalseonglib.kr,35.730448,128.4519891701,2024-07-09,3480000,대구광역시 달성군
중앙도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,638,263508,32,19202,10.0,14,경기도 시흥시 정왕대로 191,경기도 시흥시청,031-310-5230,5013,3904.0,http://lib.siheung.go.kr,37.34813074,126.7356562,2024-04-30,4010000,경기도 시흥시
군자도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,215,77136,18,1325,10.0,14,경기도 시흥시 군자로 499,경기도 시흥시청,031-310-5196,1305,1499.0,http://lib.siheung.go.kr,37.345624,126.7851913,2024-04-30,4010000,경기도 시흥시
정왕어린이도서관,경기도,시흥시,공공도서관,금+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,100,69481,13,1209,10.0,14,경기도 시흥시 정왕시장길 45,경기도 시흥시청,031-310-5186,1030,997.0,http://lib.siheung.go.kr,37.345318,126.7481254,2024-04-30,4010000,경기도 시흥시
배곧도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,666,65377,30,43,10.0,14,경기도 시흥시 배곧4로 102,경기도 시흥시청,031-310-5280,5580,3896.0,http://lib.siheung.go.kr,37.37344303,126.7337992,2024-04-30,4010000,경기도 시흥시
월곶도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,248,41216,21,245,10.0,14,경기도 시흥시 월곶해안로 161번길 7,경기도 시흥시청,031-310-2591,2333,704.0,http://lib.siheung.go.kr,37.38880223,126.736207,2024-04-30,4010000,경기도 시흥시
소래빛도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,244,104709,31,1432,10.0,14,경기도 시흥시 비둘기공원로 25,경기도 시흥시청,031-310-5245,1597,2993.0,http://lib.siheung.go.kr,37.443855,126.792596,2024-04-30,4010000,경기도 시흥시
대야도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,281,82792,26,3664,10.0,14,경기도 시흥시 은행로173번길 14,경기도 시흥시청,031-310-5274,4146,1529.0,http://lib.siheung.go.kr,37.44553298,126.796826,2024-04-30,4010000,경기도 시흥시
목감도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,487,64613,23,103,10.0,14,경기도 시흥시 솔고개길 33,경기도 시흥시청,031-310-2590,1073,2983.0,http://lib.siheung.go.kr,37.38559315,126.8612785,2024-04-30,4010000,경기도 시흥시
능곡도서관,경기도,시흥시,공공도서관,금+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,519,94459,24,1741,10.0,14,경기도 시흥시 능곡중앙로 85,경기도 시흥시청,031-310-2560,10719,3560.0,http://lib.siheung.go.kr,37.371372,126.813199,2024-04-30,4010000,경기도 시흥시
장곡도서관,경기도,시흥시,공공도서관,월+법정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,299,44641,22,132,10.0,14,경기도 시흥시 인선길 52,경기도 시흥시청,031-310-5233,1920,1920.0,http://lib.siheung.go.kr,37.37757881,126.7829731,2024-04-30,4010000,경기도 시흥시
신천도서관,경기도,시흥시,공공도서관,월+법정공휴일,10:00,22:00,10:00,22:00,00:00,00:00,87,47370,13,558,10.0,14,경기도 시흥시 신천로 89-18,경기도 시흥시청,031-310-2570,746,663.0,http://lib.siheung.go.kr,37.438412,126.785024,2024-04-30,4010000,경기도 시흥시
디지털정보도서관,광주광역시,동구,공공도서관,신정+설+추석+국가지정공휴일,10:00,19:00,10:00,19:00,10:00,19:00,119,3396,0,1359,0.0,0,광주광역시 동구 금남로 245,광주광역시,062-613-7766,2778,1114.0,https://citylib.gwangju.kr/,,,2024-03-08,3590000,광주광역시 동구
책정원도서관,광주광역시,동구,공공도서관,"둘째,넷째 월+국가지정공휴일",09:00,18:00,09:00,17:00,09:00,17:00,225,22536,27,1646,5.0,15,광주광역시 동구 남계길 49,광주광역시 동구청,062-608-4700,2710.6,2494.95,https://lib.donggu.kr/,35.0928232718,126.9399176172,2024-03-08,3590000,광주광역시 동구
제일작은도서관,광주광역시,동구,작은도서관,수+금+일+국가공휴일,17:00,19:00,10:00,15:00,00:00,00:00,20,1500,0,0,0.0,0,광주광역시 동구 밤실로54,,062-234-4475,,56.0,,35.1522949986,126.936424,2024-03-08,3590000,광주광역시 동구
바람개비어린이도서관,광주광역시,북구,작은도서관,국가지정공휴일,10:00,18:00,10:00,12:00,00:00,00:00,40,16200,0,0,3.0,7,광주광역시 북구 비엔날레로 64(용봉동),,062-433-1279,,132.0,https://www.smalllibrary.org/library/detail/1048438,35.17755474,126.8893804,2024-06-17,3620000,광주광역시 북구
밝은마음문고,광주광역시,북구,작은도서관,토+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,11,1385,0,0,3.0,7,광주광역시 북구 금호로86번길 32 202호(운암동 중흥아파트상가),,062-521-5429,,33.0,https://www.smalllibrary.org/library/detail/1048466,35.17893285,126.8863925,2024-06-17,3620000,광주광역시 북구
복지애숲작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,09:00,17:00,09:00,17:00,00:00,00:00,20,1000,0,0,3.0,7,광주광역시 북구 서하로 418 202호(문흥동 대주아파트 3차 상가),,062-418-7732,,112.48,https://www.smalllibrary.org/library/detail/1474693,35.18332173,126.9247772,2024-06-17,3620000,광주광역시 북구
삼각동작은도서관,광주광역시,북구,작은도서관,토+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,3857,2,0,5.0,15,광주광역시 북구 설죽로 447(삼각동 주민센터 내),광주광역시 북구 삼각동주민센터,062-410-8795,,33.0,https://www.smalllibrary.org/library/detail/1048405,35.1992328,126.8994863,2024-06-17,3620000,광주광역시 북구
새에덴작은도서관,광주광역시,북구,작은도서관,국가지정공휴일+월,10:00,17:00,10:00,17:00,00:00,00:00,25,2000,0,0,3.0,7,광주광역시 북구 우치로 311번길 17(오치동),,062-571-0691,,50.0,https://www.smalllibrary.org/library/detail/1048433,35.19190109,126.9024008,2024-06-17,3620000,광주광역시 북구
생각나무숲작은도서관,광주광역시,북구,작은도서관,월+국가지정공휴일,11:00,18:00,10:00,13:00,00:00,00:00,15,2900,0,0,3.0,7,광주광역시 북구 하서로 393-9 2층 (양산동),,062-574-2210,,89.6,https://www.smalllibrary.org/library/detail/1474699,35.21001255,126.8729023,2024-06-17,3620000,광주광역시 북구
청송군립진보공공도서관,경상북도,청송군,공공도서관,매주월요일+법정공휴일,09:00,22:00,09:00,22:00,00:00,00:00,135,38238,17,0,5.0,14,경상북도 청송군 진보면 진보로 183-15,경상북도 청송군 종합시설관리사업소,054-870-6591,2567,1604.53,http://jinbolib.cs.go.kr,36.5297741,129.0510395,2024-11-28,5160000,경상북도 청송군
사상도서관,부산광역시,사상구,공공도서관,매주월요일+공휴일,09:00,22:00,09:00,18:00,00:00,00:00,330,126530,53,14559,5.0,14,부산광역시 사상구 덕상로72번길 9 (덕포동),사상구청 평생교육과,051-310-7951,6634,3651.0,http://www.sasang.go.kr/library,35.178106,128.9897944123,2024-11-29,3390000,부산광역시 사상구
주례열린도서관,부산광역시,사상구,공공도서관,매주월요일+공휴일,09:00,20:00,09:00,18:00,00:00,00:00,233,48947,56,0,5.0,15,부산광역시 사상구 주례로 110,사상구청 평생교육과,051-310-8501,3239,4930.0,https://www.sasang.go.kr/jrlib/index.sasang,35.146913,129.0046022104,2024-11-29,3390000,부산광역시 사상구
LH감전 꿈꾸는 작은도서관,부산광역시,사상구,작은도서관,매주토요일+매주일요일+공휴일,10:00,17:00,00:00,00:00,00:00,00:00,20,2332,3,0,2.0,14,"부산광역시 사상구 백양대로 539 (감전동, 감전엘에이치아파트)",감전엘에이치아파트,051-317-7739,,110.0,,35.1553808,128.99424,2024-11-29,3390000,부산광역시 사상구
고맙습니다 보물섬 작은도서관,부산광역시,사상구,작은도서관,매주토요일+매주일요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,76,13213,0,0,4.0,14,부산광역시 사상구 모라로110번길 129 (모라동),모라종합사회복지관,051-304-9876,,219.0,,35.1849444,128.9978728,2024-11-29,3390000,부산광역시 사상구
꿈나래 작은도서관,부산광역시,사상구,작은도서관,매주토요일+매주일요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,12,6775,25,0,5.0,14,부산광역시 사상구 백양대로 527 (주례동),사상구종합사회복지관,051-314-8948,,109.0,http://www.swc.or.kr/,35.1554311,128.9947789,2024-11-29,3390000,부산광역시 사상구
다문화 도서관,부산광역시,사상구,작은도서관,매주토요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,28,4047,0,0,5.0,14,부산광역시 사상구 사상로 448 (모라동),(사)이주민과함께/부산외국인근로자지원센터,051-304-4724,,297.0,www.bfwc.or.kr,35.1843944,128.9869086,2024-11-29,3390000,부산광역시 사상구
"덕포1동 어린이복합문화공간 그리며, 들락날락 작은도서관",부산광역시,사상구,작은도서관,매주토요일+매주일요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,61,2356,0,0,0.0,0,부산광역시 사상구 강선로 31 (덕포동),덕포1동 작은도서관 운영위원회,051-310-3068,,779.0,,35.1692156,128.9857149,2024-11-29,3390000,부산광역시 사상구
고맙습니다아리솔작은도서관,광주광역시,서구,작은도서관,토+일+국가지정 공휴일,15:00,18:00,00:00,00:00,00:00,00:00,60,20000,0,0,3.0,7,광주광역시 서구 화개1로 59-3,종원팰리스빌입주자대표회의,062-682-8225,,162.24,,35.12940656,126.8536227,2024-12-02,3600000,광주광역시 서구
남항 작은도서관,부산광역시,영도구,작은도서관,토+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,32,10816,0,0,5.0,14,부산광역시 영도구 절영로 71(남항동2가),남항동주민센터,051-419-5677,,123.4,,35.08855518,129.0390498,2025-01-02,3280000,부산광역시 영도구
어울림마당 작은도서관,부산광역시,영도구,작은도서관,토+공휴일,09:00,17:00,00:00,00:00,00:00,00:00,24,5457,0,0,5.0,14,부산광역시 영도구 청학남로13번길 18(청학동),청학2동주민센터,051-419-5711,,108.98,,35.09075245,129.0594969,2025-01-02,3280000,부산광역시 영도구
해돋이 작은도서관,부산광역시,영도구,작은도서관,토+공휴일,09:00,17:30,00:00,00:00,00:00,00:00,20,2215,0,0,5.0,14,부산광역시 영도구 봉래길 372(청학동),청학1동주민센터,051-419-5682,,72.1,,35.0911179,129.0567269,2025-01-02,3280000,부산광역시 영도구
영선나릿 작은도서관,부산광역시,영도구,작은도서관,토+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,20,6384,0,0,5.0,14,부산광역시 영도구 꿈나무길 25(영선동1가),영선1동주민센터,051-419-5528,,78.67,,35.09024437,129.0447328,2025-01-02,3280000,부산광역시 영도구
삼국유사작은도서관,대구광역시,군위군,작은도서관,주말+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,6,1207,0,0,0.0,0,대구광역시 군위군 군위읍 동서2길 35,군위문화관광재단,054-383-8701,,143.66,,,,2025-03-11,5141000,대구광역시 군위군
장기도서관,경기도,김포시,공공도서관,매주 금요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,465,173532,108,39086,7.0,14,경기도 김포시 김포한강2로 42(장기동),경기도 김포시,031-5186-4680,2993,5865.0,http://www.gimpo.go.kr/lib/index.do,37.64176517,126.6766167,2025-03-21,4090000,경기도 김포시
양곡도서관,경기도,김포시,공공도서관,매주 금요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,161,112191,91,2077,20.0,14,경기도 김포시 양촌읍 양곡4로197번길 40,경기도 김포시,031-5186-4830,2095,1702.0,http://www.gimpo.go.kr/lib/index.do,37.6616235,126.6314373,2025-03-21,4090000,경기도 김포시
고촌도서관,경기도,김포시,공공도서관,매주 금요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,162,105014,86,448,20.0,14,경기도 김포시 고촌읍 장차로 14,경기도 김포시,031-5186-4850,2850,3079.0,http://www.gimpo.go.kr/lib/index.do,37.6032855559,126.7708990908,2025-03-21,4090000,경기도 김포시
풍무도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,313,126524,96,0,7.0,14,경기도 김포시 풍무로146번길 101(풍무동),경기도 김포시,031-5186-4870,1530,3982.0,http://www.gimpo.go.kr/lib/index.do,37.6082171059,126.7296091827,2025-03-21,4090000,경기도 김포시
마산도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,17:00,09:00,17:00,372,73541,80,0,7.0,14,경기도 김포시 김포한강7로22번길 174-6,경기도 김포시,031-5186-4890,4250,3408.0,http://www.gimpo.go.kr/lib/index.do,37.6424282556,126.6396940905,2025-03-21,4090000,경기도 김포시
통진도서관,경기도,김포시,공공도서관,매주 월요일+일요일을 제외한 법정공휴일,07:00,22:00,07:00,22:00,07:00,22:00,406,173404,97,4843,20.0,14,경기도 김포시 통진읍 조강로 132,경기도 김포시,031-5186-4980,6313,4080.0,http://www.gimpo.go.kr/lib/index.do,37.693983,126.5920603,2025-03-21,4090000,경기도 김포시
가좌도서관,경기도,고양시,공공도서관,금+법정공휴일(일요일 제외),07:00,23:00,07:00,23:00,07:00,23:00,122,82764,68,1356,7.0,14,경기도 고양시 일산서구 가좌3로 16(가좌동),경기도 고양시청,031-8075-9380,1622,4159.54,https://www.goyanglib.or.kr/MT/index.do,37.68616531,126.7203004,2025-03-28,3940000,경기도 고양시
관산작은도서관,경기도,고양시,작은도서관,셋째 주 월+토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,0,28489,8,0,5.0,14,경기도 고양시 덕양구 통일로 789(관산동),경기도 고양시 관산동 주민자치위원회,031-962-1969,198,198.0,https://cafe.daum.net/glibrary,37.688013,126.862536,2025-03-28,3940000,경기도 고양시
충현도서관,경기도,광명시,공공도서관,"매주 금요일, 국가지정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,227,61948,53,224,7.0,21,경기도 광명시 충현로42번길 19,경기도 광명시,02-2680-6111,982,2767.0,gmlib.gm.go.kr,37.4340499,126.8847409,2023-05-08,3900000,경기도 광명시
하안도서관,경기도,광명시,공공도서관,"매주 금요일, 국가지정공휴일",07:00,23:00,07:00,23:00,00:00,00:00,781,277246,867,15734,7.0,21,경기도 광명시 철망산로 46,경기도 광명시,02-2680-2874,2907,7329.0,gmlib.gm.go.kr,37.4678555,126.8737104,2023-05-08,3900000,경기도 광명시
철산도서관,경기도,광명시,공공도서관,"매주 월요일, 국가지정공휴일",07:00,23:00,07:00,23:00,00:00,00:00,647,154256,244,5111,7.0,21,경기도 광명시 철산로 56,경기도 광명시,02-2680-6820,2950,8509.0,gmlib.gm.go.kr,37.4769468,126.8722073,2023-05-08,3900000,경기도 광명시
소하도서관,경기도,광명시,공공도서관,"매주 월요일, 국가지정공휴일",07:00,23:00,07:00,23:00,00:00,00:00,388,142999,267,5422,7.0,21,경기도 광명시 소하일로 7,경기도 광명시,02-2680-0900,1750,7642.0,gmlib.gm.go.kr,37.445458839,126.8879877,2023-05-08,3900000,경기도 광명시
반디작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,10,14724,0,0,7.0,14,서울특별시 노원구 동일로227길 97,노원구구립도서관,02-2116-2909,60,,www.nowonlib.kr,37.66673627,127.0515525,2024-07-24,3100000,서울특별시 노원구
한울작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,20,16058,0,0,7.0,14,서울특별시 노원구 한글비석로 487,노원구구립도서관,02-2116-2929,92.2,,www.nowonlib.kr,37.66452106,127.0638188,2024-07-24,3100000,서울특별시 노원구
가온작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,11,13578,0,0,7.0,14,서울특별시 노원구 노원로 530,노원구구립도서관,02-2116-2959,67.5,,www.nowonlib.kr,37.66128661,127.0602619,2024-07-24,3100000,서울특별시 노원구
노원문화원,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,34,20313,0,0,7.0,14,서울특별시 노원구 동일로 197길 24,노원구구립도서관,02-948-1245,134,,www.nowonlib.kr,37.62879908,127.0698014,2024-07-24,3100000,서울특별시 노원구
상계숲속작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,60,12138,0,0,7.0,14,서울특별시 노원구 동일로 227길 97,노원구구립도서관,02-3391-7889,325,,www.nowonlib.kr,37.66673627,127.0515525,2024-07-24,3100000,서울특별시 노원구
초안산숲속작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,50,11442,0,0,7.0,14,서울특별시 노원구 덕릉로 60길 199,노원구구립도서관,02-905-3900,292,,www.nowonlib.kr,37.63208014,127.0444276,2024-07-24,3100000,서울특별시 노원구
한내행복발전소,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,20,11949,0,0,7.0,14,서울특별시 노원구 마들로3길 15,노원구구립도서관,070-4206-0061,176,,www.nowonlib.kr,37.62650774,127.0619783,2024-07-24,3100000,서울특별시 노원구
하계어린이도서관,서울특별시,노원구,공공도서관,법정공휴일+일,09:00,18:00,09:00,17:00,00:00,00:00,142,9580,10,0,7.0,14,서울특별시 노원구 공릉로58가길 13,노원문화재단,02-979-7644,1261,378.1,www.nowonlib.kr,37.6360959,127.0724932,2024-07-24,3100000,서울특별시 노원구
육사작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,14,2812,0,0,7.0,14,"서울특별시 노원구 화랑로564,복지동1층",노원구구립도서관,02-2197-5972,168,,www.nowonlib.kr,37.6201216012,127.0894159196,2024-07-24,3100000,서울특별시 노원구
나무작은도서관,서울특별시,노원구,작은도서관,법정공휴일+토+일,09:00,18:00,00:00,00:00,00:00,00:00,16,7213,0,0,7.0,14,"서울특별시 노원구 동일로1405,1층",노원구구립도서관,070-4158-9660,74,,www.nowonlib.kr,37.6538310279,127.0601778751,2024-07-24,3100000,서울특별시 노원구
서울특별시교육청송파도서관,서울특별시,송파구,공공도서관,둘째 화+넷째 화+공휴일,08:00,22:00,08:00,22:00,00:00,00:00,894,252074,335,12075,5.0,14,서울특별시 송파구 동남로 263,서울특별시교육청,02-3434-3333,6469.68,8259.7,https://splib.sen.go.kr,37.49993098,127.1348112,2023-12-01,7011344,서울특별시교육청 서울특별시교육청송파도서관
글마루한옥어린이도서관,서울특별시,구로구,공공도서관,화+공휴일,10:00,19:00,10:00,17:00,00:00,00:00,60,38113,10,654,10.0,14,서울특별시 구로구 고척로27바길 7,구로문화원,02-2615-8200,,441.0,http://lib.guro.go.kr,37.50691506,126.845627,2024-11-01,3160000,서울특별시 구로구
궁동어린이도서관,서울특별시,구로구,공공도서관,화+공휴일,10:00,19:00,10:00,17:00,00:00,00:00,150,22164,17,445,10.0,14,서울특별시 구로구 오리로 1352,구로문화원,02-2060-8229,,660.0,http://lib.guro.go.kr,37.502239,126.8292614,2024-11-01,3160000,서울특별시 구로구
신도림어린이영어작은도서관,서울특별시,구로구,작은도서관,월+공휴일,09:00,18:00,10:00,17:00,00:00,00:00,20,14420,41,0,10.0,14,서울특별시 구로구 신도림로 40,구로문화원,02-2069-0185,,107.0,http://lib.guro.go.kr,37.50778089,126.880593,2024-11-01,3160000,서울특별시 구로구
구로기적의도서관,서울특별시,구로구,공공도서관,월+공휴일,10:00,20:00,10:00,17:00,00:00,00:00,41,20805,57,724,10.0,14,서울특별시 구로구 구로중앙로40길 24,책읽는사회문화재단,02-2632-8878,,1210.0,http://lib.guro.go.kr,37.50673603,126.877312,2024-11-01,3160000,서울특별시 구로구
오류도서관,서울특별시,구로구,공공도서관,토+일+공휴일,09:00,21:00,00:00,00:00,00:00,00:00,72,1500,0,0,10.0,14,서울특별시 구로구 경인로19길 29-4,서울특별시 구로구청,070-4906-0554,,306.49,http://lib.guro.go.kr,37.49722308,126.8423228,2024-11-01,3160000,서울특별시 구로구
항동푸른도서관,서울특별시,구로구,공공도서관,월+공휴일,10:00,21:00,10:00,17:00,00:00,00:00,73,8163,11,0,10.0,14,서울특별시 구로구 연동로 290-46,성공회대학교 산학협력단,02-2613-2022,,908.0,http://lib.guro.go.kr,37.4849826472,126.8245649228,2024-11-01,3160000,서울특별시 구로구
고척열린도서관,서울특별시,구로구,공공도서관,월+공휴일,09:00,20:00,09:00,17:00,00:00,00:00,222,21120,11,100,10.0,14,서울특별시 구로구 경인로43길 49,구로문화원,02-2615-2007,,1739.0,http://lib.guro.go.kr,37.4983267741,126.8595211016,2024-11-01,3160000,서울특별시 구로구
구로미래도서관,서울특별시,구로구,공공도서관,화+공휴일,09:00,20:00,09:00,17:00,00:00,00:00,0,0,0,0,10.0,14,서울특별시 구로구 새말로 111,구로문화원,070-4110-2895,,1444.0,http://lib.guro.go.kr,37.50717,126.8914,2024-11-01,3160000,서울특별시 구로구
전라남도립도서관,전라남도,무안군,공공도서관,첫째 주 수+셋째 주 수,09:00,22:00,09:00,20:00,09:00,18:00,662,359626,55,23226,10.0,14,전라남도 무안군 삼향읍 남악로 210,전라남도청,061-288-5200,13193,2206.0,https://lib.jeonnam.go.kr/,34.80490366,126.4617112,2024-11-04,6460000,전라남도
원당동 작은도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,50,12005,0,0,0.0,0,인천광역시 서구 고산로 24,,032-561-3401,,,,37.59508098,126.7017075,2023-10-10,3560000,인천광역시 서구
금곡하나아파트 문고,인천광역시,서구,작은도서관,일+법정공휴일,09:00,17:30,09:00,12:00,00:00,00:00,12,4745,0,2,2.0,7,인천광역시 서구 완정로216번길 5,,032-564-3588,,,,37.60378972,126.6527762,2023-10-10,3560000,인천광역시 서구
꿈꾸는 나무 도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,14:30,17:00,00:00,00:00,00:00,00:00,30,5944,0,0,0.0,0,인천광역시 서구 청라에메랄드로 134,,032-569-7521,,,,37.53671329,126.6570027,2023-10-10,3560000,인천광역시 서구
꿈꾸는 작은도서관,인천광역시,서구,작은도서관,화+수+금+토+일+법정공휴일,15:00,18:00,00:00,00:00,00:00,00:00,8,4876,0,2,2.0,7,"인천광역시 서구 건지로 402, 가좌한신휴플러스 아파트 내",,032-578-7721,,,,37.49526648,126.6844068,2023-10-10,3560000,인천광역시 서구
꿈나무 작은도서관,인천광역시,서구,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,25,11904,0,2,2.0,7,인천광역시 서구 가정로112번길 10,,032-560-3188,,,,37.494311,126.672569,2023-10-10,3560000,인천광역시 서구
꿈드림 작은도서관,인천광역시,서구,작은도서관,월+토+법정공휴일,11:00,18:00,00:00,00:00,00:00,00:00,30,1500,0,0,0.0,0,인천광역시 서구 봉화로85번길 40-12,,032-566-2235,,,,37.597958,126.635716,2023-10-10,3560000,인천광역시 서구
꿈마을 작은도서관,인천광역시,서구,작은도서관,일+법정공휴일,13:00,18:00,10:00,14:00,00:00,00:00,15,1620,0,30,2.0,7,"인천광역시 서구 승학로 566, 3층",,032-561-1154,,,,37.566352,126.6825031,2023-10-10,3560000,인천광역시 서구
꿈빛도서관,인천광역시,서구,작은도서관,일+법정공휴일,13:00,18:00,13:00,15:00,00:00,00:00,20,2000,0,10,2.0,7,"인천광역시 서구 건지로 370, 302호",,032-574-0052,,,,37.49663164,126.6826083,2023-10-10,3560000,인천광역시 서구
